geonameid;asciiname;latitude;longitude;population;timezone
3666582;Tuquerres;1.08878;-77.61831;20184;America/Bogota
3666608;Tunja;5.53528;-73.36778;117479;America/Bogota
3666640;Tumaco;1.79861;-78.81556;86713;America/Bogota
3666645;Tulua;4.08466;-76.19536;165501;America/Bogota
3666939;Tolu;9.52392;-75.58139;27390;America/Bogota
3667158;Tierralta;8.17361;-76.05917;26242;America/Bogota
3667478;Tame;6.46065;-71.73618;29099;America/Bogota
3667728;Sucre;8.81136;-74.72084;23210;America/Bogota
3667820;Sonson;5.71062;-75.31069;17232;America/Bogota
3667849;Soledad;10.91843;-74.76459;342556;America/Bogota
3667873;Sogamoso;5.71434;-72.93391;126551;America/Bogota
3667887;Socorro;6.46838;-73.26022;17752;America/Bogota
3667905;Soacha;4.57937;-74.21682;313945;America/Bogota
3667983;Sincelejo;9.30472;-75.39778;261187;America/Bogota
3667991;Since;9.24391;-75.14675;30768;America/Bogota
3668087;Sibate;4.48425;-74.24499;23208;America/Bogota
3668132;Sevilla;4.26425;-75.93085;41612;America/Bogota
3668175;Segovia;7.07993;-74.6989;39938;America/Bogota
3668323;Santuario;6.13833;-75.26417;17722;America/Bogota
3668332;Santo Tomas;10.75773;-74.75451;25847;America/Bogota
3668454;Santa Rosa de Cabal;4.86806;-75.62139;57928;America/Bogota
3668572;Santander de Quilichao;3.00945;-76.48494;40798;America/Bogota
3668605;Santa Marta;11.24079;-74.19904;431781;America/Bogota
3668655;Santa Lucia;10.3242;-74.96017;15760;America/Bogota
3669218;San Onofre;9.73586;-75.52626;32957;America/Bogota
3669332;San Martin;3.69637;-73.69957;16273;America/Bogota
3669346;San Marcos;8.65972;-75.12809;36549;America/Bogota
3669454;San Juan Nepomuceno;9.95157;-75.08198;29619;America/Bogota
3669469;San Juan del Cesar;10.77107;-73.00314;26848;America/Bogota
3669736;San Jacinto;9.82767;-75.1217;20265;America/Bogota
3669808;San Gil;6.55952;-73.13637;33592;America/Bogota
3669997;San Carlos;8.79577;-75.69947;24615;America/Bogota
3669998;San Carlos;7.79177;-74.77316;22678;America/Bogota
3670038;San Benito Abad;8.92901;-75.02709;18181;America/Bogota
3670218;San Andres;12.58472;-81.70056;58257;America/Bogota
3670280;Sampues;9.18361;-75.38167;21204;America/Bogota
3670370;Salamina;5.40733;-75.48749;18076;America/Bogota
3670419;Sahagun;8.94617;-75.44275;59188;America/Bogota
3670475;Sabaneta;6.15153;-75.61657;34172;America/Bogota
3670502;Sabanalarga;10.62962;-74.92063;68535;America/Bogota
3670513;Sabanagrande;10.79115;-74.76059;24880;America/Bogota
3670644;Roldanillo;4.41256;-76.15457;27561;America/Bogota
3670719;Riosucio;5.42164;-75.70318;18950;America/Bogota
3670730;Rionegro;6.15515;-75.37371;62291;America/Bogota
3670745;Riohacha;11.54444;-72.90722;92431;America/Bogota
3670874;Repelon;10.49194;-75.12917;18685;America/Bogota
3671098;Quimbaya;4.62306;-75.76278;31391;America/Bogota
3671116;Quibdo;5.69188;-76.65835;75104;America/Bogota
3671315;Puerto Tejada;3.23114;-76.41668;53674;America/Bogota
3671325;Puerto Santander;8.36361;-72.4063;16275;America/Bogota
3671418;Puerto Lopez;4.09912;-72.95647;16678;America/Bogota
3671497;Puerto Colombia;10.98778;-74.95472;26227;America/Bogota
3671531;Puerto Boyaca;5.97584;-74.58845;27310;America/Bogota
3671540;Puerto Berrio;6.49156;-74.40326;33983;America/Bogota
3671549;Puerto Asis;0.51328;-76.50075;29782;America/Bogota
3671772;Pradera;3.42111;-76.24472;44630;America/Bogota
3671916;Popayan;2.43823;-76.61316;258653;America/Bogota
3672068;Planeta Rica;8.4115;-75.58508;37297;America/Bogota
3672093;Pivijay;10.46167;-74.61621;33492;America/Bogota
3672110;Pitalito;1.85371;-76.05071;53685;America/Bogota
3672328;Piedecuesta;6.98789;-73.04953;86387;America/Bogota
3672486;Pereira;4.81333;-75.69611;440118;America/Bogota
3672761;Patia;2.06895;-77.05273;20807;America/Bogota
3672778;Pasto;1.21361;-77.28111;382236;America/Bogota
3673045;Pamplona;7.37565;-72.64795;53587;America/Bogota
3673164;Palmira;3.53944;-76.30361;247986;America/Bogota
3673220;Palmar de Varela;10.74055;-74.75443;28084;America/Bogota
3673398;Belalcazar;2.65472;-75.99278;31800;America/Bogota
3673424;Pacho;5.13278;-74.15977;16698;America/Bogota
3673662;Ocana;8.23773;-73.35604;83511;America/Bogota
3673899;Neiva;2.9273;-75.28189;352855;America/Bogota
3674292;Mosquera;4.70592;-74.23021;27005;America/Bogota
3674412;Morales;8.2752;-73.86884;20375;America/Bogota
3674453;Monteria;8.74798;-75.88143;272420;America/Bogota
3674463;Montenegro;4.56639;-75.75111;36499;America/Bogota
3674470;Montelibano;7.97917;-75.4202;85000;America/Bogota
3674597;Mompos;9.24194;-74.42667;30861;America/Bogota
3674654;Mocoa;1.15284;-76.65208;22035;America/Bogota
3674885;Melgar;4.20475;-74.64075;25980;America/Bogota
3674962;Medellin;6.25184;-75.56359;1999979;America/Bogota
3675252;Mariquita;5.19889;-74.89295;23104;America/Bogota
3675263;Marinilla;6.17358;-75.33621;24171;America/Bogota
3675287;Maria la Baja;9.9832;-75.30155;23401;America/Bogota
3675409;Manzanares;5.32472;-75.15694;16278;America/Bogota
3675443;Manizales;5.06889;-75.51738;357814;America/Bogota
3675595;Malambo;10.85953;-74.77386;101534;America/Bogota
3675605;Malaga;6.69903;-72.73233;18739;America/Bogota
3675657;Maicao;11.38321;-72.24321;130348;America/Bogota
3675692;Magangue;9.24202;-74.75467;100313;America/Bogota
3675707;Madrid;4.73245;-74.26419;50437;America/Bogota
3675975;Los Patios;7.83793;-72.5037;58661;America/Bogota
3676397;Lorica;9.23648;-75.8135;40605;America/Bogota
3676604;Libano;4.9218;-75.06232;28211;America/Bogota
3676623;Leticia;-4.21528;-69.94056;29666;America/Bogota
3676626;Lerida;4.86242;-74.90977;20069;America/Bogota
3676720;La Virginia;4.89972;-75.8825;33835;America/Bogota
3676928;La Union;4.53282;-76.10318;23459;America/Bogota
3676934;La Union;1.6045;-77.13152;15061;America/Bogota
3677010;La Tebaida;4.45265;-75.78746;27098;America/Bogota
3678097;La Plata;2.39341;-75.89232;19275;America/Bogota
3678405;La Mesa;5.26667;-73.91667;26699;America/Bogota
3678674;La Jagua de Ibirico;9.56228;-73.33405;18555;America/Bogota
3679065;La Estrella;6.15769;-75.64317;49386;America/Bogota
3679277;La Dorada;5.44783;-74.66311;81950;America/Bogota
3679554;La Ceja;6.03131;-75.43333;36584;America/Bogota
3680387;Jamundi;3.26074;-76.53499;44833;America/Bogota
3680450;Itaguei;6.18461;-75.59913;281853;America/Bogota
3680539;Ipiales;0.83018;-77.64959;77729;America/Bogota
3680656;Ibague;4.43889;-75.23222;421685;America/Bogota
3680840;Honda;5.20856;-74.73584;28158;America/Bogota
3681797;Guacari;3.76383;-76.33292;19637;America/Bogota
3681957;Granada;3.54625;-73.70687;32365;America/Bogota
3682018;Giron;7.0682;-73.16981;108466;America/Bogota
3682028;Girardot City;4.30079;-74.80754;130289;America/Bogota
3682108;Garzon;2.19593;-75.62777;29451;America/Bogota
3682238;Galapa;10.89686;-74.886;19732;America/Bogota
3682274;Fusagasuga;4.33646;-74.36378;88820;America/Bogota
3682281;Funza;4.71638;-74.21195;54421;America/Bogota
3682292;Fundacion;10.52066;-74.18504;59175;America/Bogota
3682330;Fresno;5.15264;-75.03624;17668;America/Bogota
3682374;Fonseca;10.88606;-72.8487;23509;America/Bogota
3682385;Floridablanca;7.06222;-73.08644;252267;America/Bogota
3682393;Florida;3.3223;-76.2348;47173;America/Bogota
3682426;Florencia;1.61438;-75.60623;130337;America/Bogota
3682458;Flandes;4.29005;-74.81612;20919;America/Bogota
3682516;Facatativa;4.81367;-74.35453;94611;America/Bogota
3682573;Espinal;4.14924;-74.88429;56213;America/Bogota
3682631;Envigado;6.17591;-75.59174;163007;America/Bogota
3683233;El Reten;10.61135;-74.26824;15901;America/Bogota
3684452;El Copey;10.15031;-73.9614;18136;America/Bogota
3684579;El Charco;2.47691;-78.11049;28673;America/Bogota
3684615;El Cerrito;3.68549;-76.31372;38390;America/Bogota
3684666;El Carmen de Bolivar;9.7174;-75.12023;47957;America/Bogota
3684917;El Banco;9.00114;-73.97581;54522;America/Bogota
3684945;El Bagre;7.60347;-74.80951;40798;America/Bogota
3685084;Duitama;5.8245;-73.03408;92040;America/Bogota
3685095;Dos Quebradas;4.83916;-75.66727;179583;America/Bogota
3685335;Curumani;9.19992;-73.54274;22084;America/Bogota
3685533;Cucuta;7.89391;-72.50782;721398;America/Bogota
3685823;Corozal;9.31505;-75.29283;39800;America/Bogota
3685871;Corinto;3.17301;-76.26275;16579;America/Bogota
3685949;Municipio de Copacabana;6.34633;-75.50888;49169;America/Bogota
3686233;Circasia;4.61889;-75.63583;20113;America/Bogota
3686272;Cienaga de Oro;8.87443;-75.62028;17623;America/Bogota
3686279;Cienaga;11.00703;-74.24765;88311;America/Bogota
3686479;Chiriguana;9.36238;-73.60313;15181;America/Bogota
3686513;Chiquinquira;5.61637;-73.81748;45294;America/Bogota
3686540;Chinu;9.10569;-75.39812;19596;America/Bogota
3686561;Chinchina;4.9825;-75.60361;68512;America/Bogota
3686585;Chimichagua;9.25778;-73.81228;16746;America/Bogota
3686636;Chigorodo;7.66638;-76.68106;48443;America/Bogota
3686675;Chia;4.85876;-74.05866;64569;America/Bogota
3686793;Chaparral;3.72315;-75.48316;19982;America/Bogota
3686922;Cerete;8.88479;-75.79052;55513;America/Bogota
3687025;Caucasia;7.98654;-75.19349;58034;America/Bogota
3687230;Cartago;4.74639;-75.91167;134827;America/Bogota
3687238;Cartagena;10.39972;-75.51444;952024;America/Bogota
3687318;Carmen de Viboral;6.08236;-75.33509;21152;America/Bogota
3687644;Candelaria;3.40671;-76.34819;23989;America/Bogota
3687758;Campo de la Cruz;10.37808;-74.88356;22803;America/Bogota
3687806;Campoalegre;2.68489;-75.32311;22568;America/Bogota
3687925;Cali;3.43722;-76.5225;2392877;America/Bogota
3687952;Caldas;6.09106;-75.63569;65565;America/Bogota
3687964;Calarca;4.52949;-75.64091;62170;America/Bogota
3688006;Cajica;4.91857;-74.02799;24999;America/Bogota
3688071;Caicedonia;4.3324;-75.82665;32417;America/Bogota
3688256;Buga;3.90089;-76.29783;118004;America/Bogota
3688451;Buenaventura;3.8801;-77.03116;240387;America/Bogota
3688452;Buenaventura;3.58333;-77;24842;America/Bogota
3688465;Bucaramanga;7.12539;-73.1198;571820;America/Bogota
3688689;Bogota;4.60971;-74.08175;7674366;America/Bogota
3688928;Bello;6.33732;-75.55795;392939;America/Bogota
3688989;Belen de Umbria;5.20087;-75.86865;15698;America/Bogota
3689147;Barranquilla;10.96854;-74.78132;1380425;America/Bogota
3689162;Barrancas;10.95756;-72.78769;17350;America/Bogota
3689169;Barrancabermeja;7.06528;-73.85472;191403;America/Bogota
3689205;Barbosa;6.43809;-75.33136;16707;America/Bogota
3689206;Barbosa;5.93168;-73.61507;20372;America/Bogota
3689235;Baranoa;10.79408;-74.9164;44078;America/Bogota
3689381;Ayapel;8.31372;-75.13982;22602;America/Bogota
3689560;Armenia;4.53389;-75.68111;315328;America/Bogota
3689570;Arjona;10.25444;-75.34389;50405;America/Bogota
3689589;Ariguani;10.25;-74;26246;America/Bogota
3689718;Arauca;7.08471;-70.75908;69264;America/Bogota
3689759;Aracataca;10.59181;-74.18983;27704;America/Bogota
3689798;Apartado;7.88299;-76.62587;86438;America/Bogota
3689833;Anserma;5.33278;-75.79111;25242;America/Bogota
3689899;Andes;5.6561;-75.87877;16419;America/Bogota
3689905;Andalucia;4.17061;-76.16641;17432;America/Bogota
3690316;Aguazul;5.17282;-72.54706;15669;America/Bogota
3690431;Aguadas;5.61161;-75.45624;19727;America/Bogota
3690465;Aguachica;8.30844;-73.6166;73360;America/Bogota
3690577;Acacias;3.98695;-73.75797;40627;America/Bogota
3770718;Morales;2.75701;-76.61723;29617;America/Bogota
3792375;Carepa;7.75849;-76.65255;20627;America/Bogota
3792376;Ciudad Bolivar;5.85389;-76.02528;16225;America/Bogota
3792383;Agustin Codazzi;10.03672;-73.23558;51478;America/Bogota
3792392;Plato;9.79029;-74.78244;48606;America/Bogota
3828545;San Jose del Guaviare;2.57286;-72.64591;22136;America/Bogota
3621184;Turrialba;9.90467;-83.68352;28955;America/Costa_Rica
3621335;Tejar;9.74622;-84.23368;22433;America/Costa_Rica
3621440;Siquirres;10.09748;-83.50659;18231;America/Costa_Rica
3621505;San Vicente;9.96016;-84.04762;34447;America/Costa_Rica
3621655;San Rafael Arriba;9.87556;-84.07661;15051;America/Costa_Rica
3621659;San Rafael Abajo;9.831;-84.29008;27419;America/Costa_Rica
3621687;San Rafael;10.06383;-84.46765;17649;America/Costa_Rica
3621689;San Rafael;9.92787;-84.13722;25410;America/Costa_Rica
3621717;San Pedro;9.92829;-84.05074;27477;America/Costa_Rica
3621729;San Pablo;9.99559;-84.09656;21662;America/Costa_Rica
3621753;San Miguel;9.87121;-84.06084;28827;America/Costa_Rica
3621804;San Juan de Dios;9.8773;-84.0847;15469;America/Costa_Rica
3621819;San Juan;9.95974;-84.08165;26047;America/Costa_Rica
3621841;San Jose;10.95173;-85.1361;31430;America/Costa_Rica
3621849;San Jose;9.93333;-84.08333;335007;America/Costa_Rica
3621889;San Isidro;9.3721;-83.70399;34877;America/Costa_Rica
3621911;San Francisco;9.99299;-84.12934;55923;America/Costa_Rica
3621922;San Felipe;9.90488;-84.10551;24985;America/Costa_Rica
3621926;San Diego;9.89898;-84.00287;16991;America/Costa_Rica
3622190;Quesada;10.32381;-84.42714;27310;America/Costa_Rica
3622217;Purral;9.95808;-84.0305;30034;America/Costa_Rica
3622228;Puntarenas;9.97625;-84.83836;35650;America/Costa_Rica
3622247;Limon;9.99074;-83.03596;63081;America/Costa_Rica
3622507;Patarra;9.88071;-84.03501;23983;America/Costa_Rica
3622547;Paraiso;9.83832;-83.86557;39702;America/Costa_Rica
3622716;Nicoya;10.15038;-85.45093;15313;America/Costa_Rica
3622881;Mercedes;10.00695;-84.13396;26007;America/Costa_Rica
3623076;Liberia;10.63504;-85.43772;45380;America/Costa_Rica
3623394;Ipis;9.96745;-84.01326;26669;America/Costa_Rica
3623486;Heredia;10.00236;-84.11651;21947;America/Costa_Rica
3623580;Guapiles;10.21682;-83.78483;19092;America/Costa_Rica
3623593;Guadalupe;9.94805;-84.05665;26005;America/Costa_Rica
3623781;Esparza;9.99447;-84.66466;15575;America/Costa_Rica
3623977;Curridabat;9.91179;-84.03407;34586;America/Costa_Rica
3624174;Colima;9.95091;-84.08503;15875;America/Costa_Rica
3624288;Chacarita;9.98424;-84.77892;26354;America/Costa_Rica
3624370;Cartago;9.86444;-83.91944;26594;America/Costa_Rica
3624468;Canas;10.43105;-85.09825;20306;America/Costa_Rica
3624509;Calle Blancos;9.95;-84.06667;20710;America/Costa_Rica
3624848;Aserri;9.85876;-84.0923;25874;America/Costa_Rica
3624955;Alajuela;10.01625;-84.21163;47494;America/Costa_Rica
6612154;San Vicente de Moravia;9.96164;-84.0488;34447;America/Costa_Rica
3533753;Yara;20.27465;-76.95132;28944;America/Havana
3533826;Yaguajay;22.32691;-79.23567;42218;America/Havana
3534094;Vinales;22.61578;-83.70903;27129;America/Havana
3534363;Vertientes;21.25817;-78.14979;29704;America/Havana
3534432;Venezuela;21.73748;-78.79336;16601;America/Havana
3534632;Varadero;23.15678;-81.24441;20000;America/Havana
3534749;San German;20.60009;-76.13364;43892;America/Havana
3534761;Union de Reyes;22.79505;-81.53617;33646;America/Havana
3534915;Trinidad;21.80224;-79.98467;60206;America/Havana
3536259;Sibanicu;21.23631;-77.52561;16856;America/Havana
3536640;Santo Domingo;22.58677;-80.24261;45476;America/Havana
3536724;Santiago de las Vegas;22.97;-82.38694;35241;America/Havana
3536729;Santiago de Cuba;20.02083;-75.82667;555865;America/Havana
3537840;Santa Cruz del Sur;20.71633;-77.99816;34601;America/Havana
3537845;Santa Cruz del Norte;23.15424;-81.92556;18402;America/Havana
3537906;Santa Clara;22.40694;-79.96472;250512;America/Havana
3538803;San Miguel del Padron;23.06639;-82.29472;159273;America/Havana
3539093;San Luis;20.18809;-75.85031;67293;America/Havana
3539560;San Jose de las Lajas;22.96139;-82.15111;54847;America/Havana
3540667;Sancti Spiritus;21.92972;-79.4425;127069;America/Havana
3540680;San Cristobal;22.71658;-83.05647;59579;America/Havana
3540885;San Antonio de los Banos;22.89018;-82.50099;42724;America/Havana
3541440;Sagua la Grande;22.80667;-80.07556;62073;America/Havana
3541446;Sagua de Tanamo;20.58269;-75.24116;18282;America/Havana
3541999;Rodas;22.34184;-80.55596;19212;America/Havana
3542137;Rio Guayabal de Yateras;20.36667;-75.01667;25753;America/Havana
3542167;Rio Cauto;20.55971;-76.91673;23737;America/Havana
3542455;Remedios;22.49502;-79.54548;34108;America/Havana
3542502;Regla;23.125;-82.33194;44431;America/Havana
3542744;Ranchuelo;22.37266;-80.15046;43695;America/Havana
3543299;Puerto Padre;21.19517;-76.60358;76838;America/Havana
3543498;Primero de Enero;21.94501;-78.4313;17934;America/Havana
3543961;Placetas;22.31184;-79.6544;55408;America/Havana
3544091;Pinar del Rio;22.41667;-83.69667;186990;America/Havana
3544393;Perico;22.76987;-81.0183;24073;America/Havana
3544607;Pedro Betancourt;22.72709;-81.28963;26761;America/Havana
3545040;Palmira;22.24126;-80.3911;23078;America/Havana
3545064;Palma Soriano;20.2113;-75.99362;102826;America/Havana
3545841;Nuevitas;21.54585;-77.26504;54022;America/Havana
3545867;Nueva Gerona;21.88667;-82.80556;20264;America/Havana
3545981;Niquero;20.04698;-77.58089;18771;America/Havana
3546434;Moron;22.10774;-78.62667;66060;America/Havana
3546791;Moa;20.65776;-74.95075;92852;America/Havana
3546882;Minas de Matahambre;22.58691;-83.94551;34419;America/Havana
3546894;Minas;21.48802;-77.61033;20863;America/Havana
3547260;Media Luna;20.14298;-77.43532;16713;America/Havana
3547398;Matanzas;23.04111;-81.5775;146733;America/Havana
3547600;Mariel;22.98931;-82.75376;28987;America/Havana
3547867;Manzanillo;20.34173;-77.12126;128188;America/Havana
3547976;Manicaragua;22.15021;-79.97867;41532;America/Havana
3548441;Maisi;20.24673;-74.15181;28276;America/Havana
3548529;Madruga;22.91;-81.85639;33798;America/Havana
3548993;Los Palacios;22.58882;-83.24671;25703;America/Havana
3550598;Las Tunas;20.96167;-76.95111;203684;America/Havana
3551184;La Sierpe;21.77241;-79.26832;16937;America/Havana
3551608;La Salud;22.87199;-82.42328;28796;America/Havana
3553478;Havana;23.13302;-82.38304;2163824;America/Havana
3555907;Jovellanos;22.80375;-81.19127;47164;America/Havana
3556077;Jobabo;20.96917;-76.29944;17804;America/Havana
3556078;Jobabo;20.90748;-77.28194;49403;America/Havana
3556168;Jiguani;20.36785;-76.42741;41106;America/Havana
3556268;Jesus Menendez;21.16139;-76.47919;51002;America/Havana
3556334;Jatibonico;21.94333;-79.16906;19644;America/Havana
3556351;Jaruco;23.04419;-82.00919;20207;America/Havana
3556437;Jaguey Grande;22.52694;-81.12861;54363;America/Havana
3556969;Holguin;20.88722;-76.26306;319102;America/Havana
3557332;Guisa;20.25494;-76.5393;18408;America/Havana
3557347;Guira de Melena;22.79613;-82.50667;69879;America/Havana
3557378;Gueines;22.83727;-82.02641;68935;America/Havana
3557689;Guantanamo;20.14444;-75.20917;272801;America/Havana
3557758;Guane;22.20179;-84.08484;16548;America/Havana
3557801;Guanajay;22.92639;-82.6875;25258;America/Havana
3557846;Guanabacoa;23.1236;-82.30082;112964;America/Havana
3557923;Guaimaro;21.05222;-77.3499;39358;America/Havana
3558315;Gibara;21.10988;-76.13145;27603;America/Havana
3558744;Fomento;22.10475;-79.72141;19991;America/Havana
3558771;Florida;21.52536;-78.22579;63007;America/Havana
3558792;Florencia;22.1461;-78.97328;19811;America/Havana
3559318;Esmeralda;21.85139;-78.11725;20274;America/Havana
3559416;Encrucijada;22.61802;-79.86603;26155;America/Havana
3562827;Cumanayagua;22.15247;-80.20354;38687;America/Havana
3562895;Cueto;20.64855;-75.92967;26527;America/Havana
3563145;Cruces;22.34203;-80.27021;24906;America/Havana
3563317;Corralillo;22.98212;-80.58556;51881;America/Havana
3563504;Contramaestre;20.29879;-76.24511;70438;America/Havana
3563559;Consolacion del Sur;22.50419;-83.51442;69857;America/Havana
3563609;Condado;21.8767;-79.84014;38248;America/Havana
3563843;Colon;22.72064;-80.90492;63882;America/Havana
3563856;Colombia;20.98812;-77.42598;20096;America/Havana
3564084;Ciro Redondo;22.01921;-78.70365;29560;America/Havana
3564114;Cifuentes;22.6493;-80.04935;40142;America/Havana
3564124;Cienfuegos;22.14957;-80.44662;186644;America/Havana
3564178;Ciego de Avila;21.84;-78.76194;142027;America/Havana
3564394;Chambas;22.19534;-78.9123;24114;America/Havana
3564436;Cerro;23.10861;-82.37778;132351;America/Havana
3564885;Cauto Cristo;20.55709;-76.4727;21159;America/Havana
3565432;Cardenas;23.03661;-81.20596;98515;America/Havana
3565951;Campechuela;20.23329;-77.2799;25069;America/Havana
3566054;Camajuani;22.48333;-79.75;35515;America/Havana
3566067;Camaguey;21.38083;-77.91694;347562;America/Havana
3566134;Calimete;22.5342;-80.91105;23255;America/Havana
3566356;Caibarien;22.51996;-79.46599;39140;America/Havana
3566429;Cacocum;20.73775;-76.32574;42623;America/Havana
3566603;Cabaiguan;22.07874;-79.49726;44515;America/Havana
3567546;Bejucal;22.92861;-82.38861;18123;America/Havana
3567597;Bayamo;20.37417;-76.64361;192632;America/Havana
3567612;Bauta;22.98226;-82.54719;45768;America/Havana
3567669;Bartolome Maso;20.16635;-76.94291;53024;America/Havana
3567823;Baragua;21.68216;-78.62567;15268;America/Havana
3567834;Baracoa;20.34711;-74.49624;48362;America/Havana
3567869;Banes;20.96116;-75.722;53104;America/Havana
3567995;Bahia Honda;22.90332;-83.15994;19834;America/Havana
3568312;Artemisa;22.81667;-82.75944;68073;America/Havana
3568342;Arroyo Naranjo;23.03677;-82.36937;210053;America/Havana
3569024;Amancio;20.81914;-77.57958;41523;America/Havana
3569136;Alquizar;22.80517;-82.58392;15275;America/Havana
3569370;Alamar;23.15794;-82.27837;100000;America/Havana
3569546;Aguada de Pasajeros;22.3852;-80.84792;23606;America/Havana
3569741;Abreus;22.27797;-80.56931;16711;America/Havana
3746181;Habana del Este;23.15917;-82.33056;178041;America/Havana
3746183;Centro Habana;23.13833;-82.36417;158151;America/Havana
3746184;La Habana Vieja;23.13028;-82.35306;95383;America/Havana
3746938;Baguanos;20.75167;-76.02694;15176;America/Havana
3754915;Jimaguayu;21.24224;-77.82625;21169;America/Havana
6956646;Arroyo Naranjo;23.0144;-82.3031;210053;America/Havana
6956647;Boyeros;23.0072;-82.4017;188593;America/Havana
6956648;Diez de Octubre;23.0881;-82.3597;227293;America/Havana
3374218;Santa Maria;16.6;-22.9;17231;Atlantic/Cape_Verde
3374333;Praia;14.93152;-23.51254;113364;Atlantic/Cape_Verde
3374462;Mindelo;16.89014;-24.98042;70611;Atlantic/Cape_Verde
3374707;Cova Figueira;14.89054;-24.29343;15350;Atlantic/Cape_Verde
3513090;Willemstad;12.1084;-68.93354;125000;America/Curacao
2078127;Flying Fish Cove;-10.42172;105.67912;500;Indian/Christmas
18918;Protaras;35.0125;34.05833;20230;Asia/Nicosia
146214;Paphos;34.77679;32.42451;35961;Asia/Nicosia
146268;Nicosia;35.17531;33.3642;200452;Asia/Nicosia
146384;Limassol;34.68406;33.03794;154000;Asia/Nicosia
146400;Larnaca;34.92291;33.6233;72000;Asia/Nicosia
146412;Kyrenia;35.33634;33.31729;26701;Asia/Nicosia
146617;Famagusta;35.12054;33.93894;42526;Asia/Nicosia
3061284;Dvur Kralove nad Labem;50.43172;15.81402;16150;Europe/Prague
3061344;Znojmo;48.8555;16.0488;35280;Europe/Prague
3061370;Zlin;49.22645;17.67065;78759;Europe/Prague
3061692;Zd'ar nad Sazavou Druhy;49.58726;15.93215;23996;Europe/Prague
3061695;Zd'ar nad Sazavou;49.56263;15.93924;24030;Europe/Prague
3061822;Zatec;50.32717;13.54577;19607;Europe/Prague
3062283;Vyskov;49.27747;16.99897;22265;Europe/Prague
3062339;Vsetin;49.33871;17.99619;28575;Europe/Prague
3063375;Varnsdorf;50.91154;14.61824;15895;Europe/Prague
3063447;Valasske Mezirici;49.47181;17.97113;27481;Europe/Prague
3063546;Usti nad Orlici;49.97387;16.39361;15151;Europe/Prague
3063548;Usti nad Labem;50.6607;14.03227;94105;Europe/Prague
3063736;Uhersky Brod;49.02513;17.64715;17508;Europe/Prague
3063739;Uherske Hradiste;49.06975;17.45969;26421;Europe/Prague
3063907;Trutnov;50.56101;15.9127;31398;Europe/Prague
3064000;Trinec;49.67763;18.67078;38415;Europe/Prague
3064104;Trebic;49.21492;15.88166;38785;Europe/Prague
3064288;Teplice;50.6404;13.82451;51223;Europe/Prague
3064379;Tabor;49.41441;14.6578;36264;Europe/Prague
3064454;Svitavy;49.75594;16.46829;17427;Europe/Prague
3064673;Sumperk;49.96528;16.97061;28768;Europe/Prague
3065067;Strakonice;49.26141;13.90237;23545;Europe/Prague
3065281;Stary Bohumin;49.9169;18.33619;23034;Europe/Prague
3065617;Sokolov;50.1813;12.6401;24901;Europe/Prague
3065903;Slany;50.23046;14.08693;15070;Europe/Prague
3066651;Roznov pod Radhostem;49.45853;18.14302;17238;Europe/Prague
3067051;Rakovnik;50.1037;13.7334;16473;Europe/Prague
3067421;Prostejov;49.47188;17.11184;47374;Europe/Prague
3067433;Prosek;50.11525;14.50685;15581;Europe/Prague
3067542;Pribram;49.68988;14.01043;35251;Europe/Prague
3067580;Prerov;49.45511;17.4509;47311;Europe/Prague
3067696;Prague;50.08804;14.42076;1165581;Europe/Prague
3068160;Pilsen;49.74747;13.37759;164180;Europe/Prague
3068293;Pisek;49.3088;14.1475;29774;Europe/Prague
3068445;Pelhrimov;49.43134;15.22336;16541;Europe/Prague
3068582;Pardubice;50.04075;15.77659;88741;Europe/Prague
3068689;Otrokovice;49.21667;17.51667;18745;Europe/Prague
3068690;Otrokovice;49.20934;17.53944;18857;Europe/Prague
3068766;Ostrov;50.30592;12.93907;17206;Europe/Prague
3068799;Ostrava;49.83465;18.28204;313088;Europe/Prague
3068873;Orlova;49.84527;18.43011;34282;Europe/Prague
3068927;Opava;49.93866;17.90257;60252;Europe/Prague
3069011;Olomouc;49.59552;17.25175;101268;Europe/Prague
3069305;Novy Jicin;49.59438;18.01028;26547;Europe/Prague
3069844;Neratovice;50.25926;14.51759;16427;Europe/Prague
3070122;Nachod;50.4167;16.16289;21263;Europe/Prague
3070291;Most;50.50301;13.63617;67905;Europe/Prague
3070420;Modrany;50.01116;14.4096;31901;Europe/Prague
3070544;Mlada Boleslav;50.41135;14.90318;43684;Europe/Prague
3070862;Melnik;50.3505;14.47411;19231;Europe/Prague
3071507;Louny;50.35699;13.79667;19147;Europe/Prague
3071665;Litvinov;50.6042;13.61812;27022;Europe/Prague
3071677;Litomerice;50.53348;14.1318;24489;Europe/Prague
3071961;Liberec;50.76711;15.05619;97770;Europe/Prague
3071966;Liben;50.10819;14.47457;31756;Europe/Prague
3072137;Letnany;50.13333;14.51667;15862;Europe/Prague
3072463;Kutna Hora;49.94839;15.26816;21280;Europe/Prague
3072649;Kromeriz;49.29785;17.39312;29126;Europe/Prague
3072656;Krnov;50.08967;17.70385;25547;Europe/Prague
3072929;Kralupy nad Vltavou;50.24107;14.31149;17373;Europe/Prague
3073254;Koprivnice;49.59947;18.1448;23424;Europe/Prague
3073371;Kolin;50.02814;15.20057;29690;Europe/Prague
3073660;Klatovy;49.39552;13.29505;23102;Europe/Prague
