city,city_ascii,lat,lng,iso3,population,continent
Bukittinggi,Bukittinggi,-0.3031,100.3615,IDN,506964,Asia
Tasikmalaya,Tasikmalaya,-7.3254,108.2147,IDN,271143,Asia
Sawahlunto,Sawahlunto,-0.6663,100.7833,IDN,50354,Asia
Langsa,Langsa,4.6736,97.9664,IDN,117256,Asia
Ruteng,Ruteng,-8.6118,120.4698,IDN,53976,Asia
Merauke,Merauke,-8.4932,140.4018,IDN,34412,Asia
Banyuwangi,Banyuwangi,-8.195,114.3696,IDN,172424,Asia
Jember,Jember,-8.1727,113.6873,IDN,298585,Asia
Nabire,Nabire,-3.3515,135.5134,IDN,43898,Asia
Lahat,Lahat,-3.8,103.5333,IDN,65906,Asia
Cilacap,Cilacap,-7.7188,109.0154,IDN,1174964,Asia
Indramayu,Indramayu,-6.3356,108.319,IDN,123263,Asia
Praya,Praya,-8.7223,116.2923,IDN,35183,Asia
Waingapu,Waingapu,-9.6582,120.253,IDN,48828,Asia
Ternate,Ternate,0.793,127.363,IDN,187521,Asia
Kualakapuas,Kualakapuas,-3.0996,114.35,IDN,35632,Asia
Balikpapan,Balikpapan,-1.25,116.83,IDN,445905,Asia
Bontang,Bontang,0.1333,117.5,IDN,101691,Asia
Singaraja,Singaraja,-8.1152,115.0944,IDN,234468,Asia
Pinrang,Pinrang,-3.7857,119.6522,IDN,182731,Asia
Makale,Makale,-3.0968,119.8531,IDN,9960,Asia
Palopo,Palopo,-3.0999,120.2363,IDN,2444,Asia
Luwuk,Luwuk,-0.9396,122.79,IDN,47778,Asia
Tarutung,Tarutung,2.0171,98.9667,IDN,1305,Asia
Padangsidempuan,Padangsidempuan,1.3887,99.2734,IDN,266882,Asia
Padangpanjang,Padangpanjang,-0.4496,100.4167,IDN,44096,Asia
Ambon,Ambon,-3.7167,128.2,IDN,355596,Asia
Padang,Padang,-0.96,100.36,IDN,855000,Asia
Banda Aceh,Banda Aceh,5.55,95.32,IDN,513698,Asia
Bandar Lampung,Bandar Lampung,-5.43,105.27,IDN,865000,Asia
Bandung,Bandung,-6.95,107.57,IDN,2394000,Asia
Bandjarmasin,Bandjarmasin,-3.33,114.5801,IDN,603576,Asia
Bengkulu,Bengkulu,-3.8,102.27,IDN,426673,Asia
Gorontalo,Gorontalo,0.55,123.07,IDN,365497,Asia
Jayapura,Jayapura,-2.533,140.7,IDN,169341,Asia
Kendari,Kendari,-3.9553,122.5973,IDN,165377,Asia
Kupang,Kupang,-10.1787,123.583,IDN,282396,Asia
Ujungpandang,Ujungpandang,-5.14,119.432,IDN,1262000,Asia
Mamuju,Mamuju,-2.6806,118.8861,IDN,,Asia
Manokwari,Manokwari,-0.8711,134.0693,IDN,74504,Asia
Palangkaraya,Palangkaraya,-2.2096,113.91,IDN,148289,Asia
Palembang,Palembang,-2.98,104.75,IDN,1749000,Asia
Palu,Palu,-0.907,119.833,IDN,612445,Asia
Pangkalpinang,Pangkalpinang,-2.08,106.15,IDN,125933,Asia
Pekanbaru,Pekanbaru,0.565,101.425,IDN,799000,Asia
Pontianak,Pontianak,-0.03,109.32,IDN,607311,Asia
Samarinda,Samarinda,-0.5,117.15,IDN,592228,Asia
Semarang,Semarang,-6.9666,110.42,IDN,1396000,Asia
Serang,Serang,-6.11,106.1496,IDN,164767,Asia
Tanjung Selor,Tanjung Selor,2.8375,117.3653,IDN,,Asia
Tanjungpinang,Tanjungpinang,0.9168,104.4714,IDN,226666,Asia
Yogyakarta,Yogyakarta,-7.78,110.375,IDN,636660,Asia
Mataram,Mataram,-8.5795,116.135,IDN,499409,Asia
Sofifi,Sofifi,0.7373,127.5588,IDN,,Asia
Tidore,Tidore,0.6964,127.436,IDN,60611,Asia
Sligo,Sligo,54.2671,-8.4833,IRL,20228,Europe
Mullingar,Mullingar,53.5333,-7.35,IRL,,Europe
Drogheda,Drogheda,53.7193,-6.3478,IRL,36533,Europe
Dundalk,Dundalk,54.0004,-6.4167,IRL,38884,Europe
Muineachan,Muineachan,54.25,-6.9667,IRL,5937,Europe
Port Laoise,Port Laoise,53.0322,-7.3,IRL,,Europe
Longford,Longford,53.7333,-7.8,IRL,,Europe
Shannon,Shannon,52.7038,-8.8641,IRL,8781,Europe
Tralee,Tralee,52.2667,-9.7167,IRL,26384,Europe
Lifford,Lifford,54.8319,-7.4836,IRL,,Europe
Wicklow,Wicklow,52.975,-6.0494,IRL,,Europe
Kilkenny,Kilkenny,52.6545,-7.2523,IRL,21589,Europe
An Cabhán,An Cabhan,53.9908,-7.3606,IRL,,Europe
Carrick on Shannon,Carrick on Shannon,53.9469,-8.09,IRL,,Europe
Wexford,Wexford,52.3342,-6.4575,IRL,,Europe
Donegal,Donegal,54.65,-8.1167,IRL,2513,Europe
Killarney,Killarney,52.0504,-9.5167,IRL,11902,Europe
Ros Comain,Ros Comain,53.6333,-8.1833,IRL,4860,Europe
Galway,Galway,53.2724,-9.0488,IRL,75594,Europe
Cork,Cork,51.8986,-8.4958,IRL,188907,Europe
Dublin,Dublin,53.3331,-6.2489,IRL,1059000,Europe
Trim,Trim,53.555,-6.7917,IRL,,Europe
Waterford,Waterford,52.2583,-7.1119,IRL,49275,Europe
Limerick,Limerick,52.6647,-8.6231,IRL,90054,Europe
Clonmel,Clonmel,52.355,-7.7039,IRL,,Europe
Nenagh,Nenagh,52.8619,-8.1967,IRL,,Europe
Swords,Swords,53.4597,-6.2181,IRL,,Europe
Dunleary,Dunleary,53.2925,-6.1286,IRL,,Europe
Tallaght,Tallaght,53.2878,-6.3411,IRL,,Europe
Castlebar,Castlebar,53.85,-9.3,IRL,,Europe
Naas,Naas,53.2158,-6.6669,IRL,,Europe
Carlow,Carlow,52.8408,-6.9261,IRL,,Europe
Ennis,Ennis,52.8436,-8.9864,IRL,,Europe
Tullamore,Tullamore,53.2739,-7.4889,IRL,,Europe
Jerusalem,Jerusalem,31.7784,35.2066,ISR,1029300,Asia
Beer Sheva,Beer Sheva,31.25,34.83,ISR,206408,Asia
Nazareth,Nazareth,32.704,35.2955,ISR,151459,Asia
Tel Aviv-Yafo,Tel Aviv-Yafo,32.08,34.77,ISR,3112000,Asia
Haifa,Haifa,32.8204,34.98,ISR,1011000,Asia
Ramla,Ramla,31.9167,34.8667,ISR,63860,Asia
Douglas,Douglas,54.1504,-4.48,IMN,35854,Europe
Kavaratti,Kavaratti,10.5626,72.6369,IND,10688,Asia
New Delhi,New Delhi,28.6,77.2,IND,317797,Asia
Tezpur,Tezpur,26.6338,92.8,IND,58851,Asia
Jullundur,Jullundur,31.3349,75.569,IND,855000,Asia
Navsari,Navsari,20.8504,72.92,IND,163000,Asia
Asansol,Asansol,23.6833,86.9833,IND,1328000,Asia
Port Blair,Port Blair,11.667,92.736,IND,127562,Asia
Kota,Kota,25.18,75.835,IND,827000,Asia
Saharanpur,Saharanpur,29.97,77.55,IND,484873,Asia
Bhuj,Bhuj,23.2504,69.81,IND,289429,Asia
Gurgaon,Gurgaon,28.45,77.02,IND,197340,Asia
Simla,Simla,31.1,77.1666,IND,173503,Asia
Muzaffarpur,Muzaffarpur,26.1204,85.3799,IND,333200,Asia
Gaya,Gaya,24.8,85,IND,423692,Asia
Ratlam,Ratlam,23.3504,75.03,IND,307229,Asia
Gwalior,Gwalior,26.23,78.1801,IND,978000,Asia
Baramula,Baramula,34.2004,74.35,IND,167986,Asia
Guwahati,Guwahati,26.16,91.77,IND,983000,Asia
Dispur,Dispur,26.144,91.7666,IND,16140,Asia
Bidar,Bidar,17.9229,77.5175,IND,300136,Asia
Pune,Pune,18.53,73.85,IND,4672000,Asia
Ahmedabad,Ahmedabad,23.0301,72.58,IND,5375000,Asia
Haldia,Haldia,22.0257,88.0583,IND,200762,Asia
Bhagalpur,Bhagalpur,25.23,86.98,IND,361548,Asia
Ujjain,Ujjain,23.1904,75.79,IND,513350,Asia
Tonk,Tonk,26.1505,75.79,IND,181734,Asia
Agartala,Agartala,23.8354,91.28,IND,203264,Asia
Silchar,Silchar,24.7904,92.79,IND,152393,Asia
Vellore,Vellore,12.9204,79.15,IND,177081,Asia
Bharatpur,Bharatpur,27.2504,77.5,IND,229384,Asia
Siliguri,Siliguri,26.7204,88.455,IND,515574,Asia
Gangtok,Gangtok,27.3333,88.6166,IND,77900,Asia
Cuttack,Cuttack,20.47,85.8899,IND,580000,Asia
Alipur Duar,Alipur Duar,26.4837,89.5667,IND,127342,Asia
Bhubaneshwar,Bhubaneshwar,20.2704,85.8274,IND,844000,Asia
Dibrugarh,Dibrugarh,27.4833,94.9,IND,166366,Asia
Jorhat,Jorhat,26.75,94.2167,IND,69033,Asia
Hospet,Hospet,15.2804,76.375,IND,286007,Asia
Tuticorin,Tuticorin,8.82,78.13,IND,436094,Asia
Sangli,Sangli,16.8604,74.575,IND,601214,Asia
Sholapur,Sholapur,17.6704,75.9,IND,1057000,Asia
Mumbai,Mumbai,19.017,72.857,IND,18978000,Asia
Diu,Diu,20.7197,70.9904,IND,23779,Asia
Sirsa,Sirsa,29.4904,75.03,IND,181639,Asia
Mangalore,Mangalore,12.9,74.85,IND,776632,Asia
Thiruvananthapuram,Thiruvananthapuram,8.5,76.95,IND,954000,Asia
Kochi,Kochi,10.015,76.2239,IND,1519000,Asia
Bangalore,Bangalore,12.97,77.56,IND,6787000,Asia
Proddatur,Proddatur,14.7504,78.57,IND,197451,Asia
Tirupati,Tirupati,13.6504,79.42,IND,287035,Asia
Vadodara,Vadodara,22.31,73.18,IND,1756000,Asia
Surat,Surat,21.2,72.84,IND,3842000,Asia
Aizawl,Aizawl,23.7104,92.72,IND,283021,Asia
Bhopal,Bhopal,23.25,77.41,IND,1727000,Asia
Hyderabad,Hyderabad,17.4,78.48,IND,6376000,Asia
Chandigarh,Chandigarh,30.72,76.78,IND,979000,Asia
Gandhinagar,Gandhinagar,23.3004,72.6399,IND,195891,Asia
Imphal,Imphal,24.8,93.95,IND,264986,Asia
Kohima,Kohima,25.667,94.1166,IND,92113,Asia
Lucknow,Lucknow,26.855,80.915,IND,2695000,Asia
Bijapur,Bijapur,16.8354,75.71,IND,271064,Asia
Chennai,Chennai,13.09,80.28,IND,7163000,Asia
Guntur,Guntur,16.33,80.45,IND,530577,Asia
Rajahmundry,Rajahmundry,17.0303,81.79,IND,304804,Asia
Haora,Haora,22.5804,88.3299,IND,4841638,Asia
Raurkela,Raurkela,22.2304,84.83,IND,625831,Asia
Dhanbad,Dhanbad,23.8004,86.42,IND,1246000,Asia
Bhatpara,Bhatpara,22.8504,88.52,IND,483129,Asia
Kolkata,Kolkata,22.495,88.3247,IND,14787000,Asia
Shillong,Shillong,25.5705,91.88,IND,375527,Asia
Puri,Puri,19.8204,85.9,IND,201026,Asia
Krishnanagar,Krishnanagar,23.3803,88.53,IND,145926,Asia
Jamshedpur,Jamshedpur,22.7875,86.1975,IND,1300000,Asia
Jodhpur,Jodhpur,26.2918,73.0168,IND,995000,Asia
Sikar,Sikar,27.6104,75.14,IND,400000,Asia
Barddhaman,Barddhaman,23.2504,87.865,IND,301725,Asia
Medinipur,Medinipur,22.3304,87.15,IND,169127,Asia
Vishakhapatnam,Vishakhapatnam,17.73,83.305,IND,1529000,Asia
Silvassa,Silvassa,20.2666,73.0166,IND,27359,Asia
Kolhapur,Kolhapur,16.7,74.22,IND,750000,Asia
Latur,Latur,18.4004,76.57,IND,374394,Asia
Pondicherry,Pondicherry,11.935,79.83,IND,227411,Asia
Brahmapur,Brahmapur,19.32,84.8,IND,324726,Asia
Bhiwandi,Bhiwandi,19.35,73.13,IND,795000,Asia
Rajkot,Rajkot,22.31,70.8,IND,1260000,Asia
Kalyan,Kalyan,19.2502,73.1602,IND,1576614,Asia
Coimbatore,Coimbatore,11,76.95,IND,1696000,Asia
Nasik,Nasik,20.0004,73.78,IND,1473000,Asia
Porbandar,Porbandar,21.67,69.67,IND,234684,Asia
Parbhani,Parbhani,19.2704,76.76,IND,378326,Asia
Akola,Akola,20.71,77.01,IND,503502,Asia
Ahmednagar,Ahmednagar,19.1104,74.75,IND,391760,Asia
Aurangabad,Aurangabad,19.8957,75.3203,IND,1113000,Asia
Daman,Daman,20.417,72.85,IND,39737,Asia
Ranchi,Ranchi,23.37,85.33,IND,1044000,Asia
Itanagar,Itanagar,27.1004,93.6166,IND,44971,Asia
Raipur,Raipur,21.235,81.635,IND,875000,Asia
Kozhikode,Kozhikode,11.2504,75.77,IND,953000,Asia
Machilipatnam,Machilipatnam,16.2004,81.18,IND,192827,Asia
Khammam,Khammam,17.2804,80.1601,IND,290839,Asia
Kakinada,Kakinada,16.9675,82.2375,IND,292923,Asia
Panaji,Panaji,15.492,73.818,IND,65586,Asia
Bhavnagar,Bhavnagar,21.7784,72.13,IND,554978,Asia
Karnal,Karnal,29.6804,76.97,IND,225049,Asia
Rohtak,Rohtak,28.9,76.58,IND,317245,Asia
Hisar,Hisar,29.17,75.725,IND,544829,Asia
Abohar,Abohar,30.1204,74.29,IND,130603,Asia
Agra,Agra,27.1704,78.015,IND,1592000,Asia
Alwar,Alwar,27.5454,76.6049,IND,283228,Asia
Bhilwara,Bhilwara,25.3504,74.635,IND,389911,Asia
Udaipur,Udaipur,24.6,73.73,IND,469737,Asia
Meerut,Meerut,29.0004,77.7,IND,1398000,Asia
Delhi,Delhi,28.67,77.23,IND,15926000,Asia
Rampur,Rampur,28.8154,79.025,IND,296418,Asia
Ludhiana,Ludhiana,30.9278,75.8723,IND,1649000,Asia
Sonipat,Sonipat,29,77.02,IND,250521,Asia
Dehra Dun,Dehra Dun,30.3204,78.05,IND,714223,Asia
Ghaziabad,Ghaziabad,28.6604,77.4084,IND,1341000,Asia
Faridabad,Faridabad,28.4333,77.3167,IND,1394000,Asia
Amravati,Amravati,20.95,77.77,IND,734451,Asia
Bhiwani,Bhiwani,28.81,76.125,IND,190855,Asia
Gulbarga,Gulbarga,17.35,76.82,IND,483615,Asia
Mathura,Mathura,27.5,77.67,IND,330511,Asia
Hapur,Hapur,28.7437,77.7628,IND,242920,Asia
Bhilai,Bhilai,21.2167,81.4333,IND,1097000,Asia
Warangal,Warangal,18.01,79.58,IND,1203853,Asia
Raichur,Raichur,16.2104,77.355,IND,255240,Asia
Firozabad,Firozabad,27.15,78.3949,IND,306409,Asia
Burhanpur,Burhanpur,21.3004,76.13,IND,197233,Asia
Ambala,Ambala,30.32,76.82,IND,146787,Asia
Varanasi,Varanasi,25.33,83,IND,1352000,Asia
Hathras,Hathras,27.6,78.05,IND,126882,Asia
Shahjahanpur,Shahjahanpur,27.8804,79.905,IND,320434,Asia
Jabalpur,Jabalpur,23.1751,79.9551,IND,1285000,Asia
Patiala,Patiala,30.3204,76.385,IND,329224,Asia
Nagpur,Nagpur,21.17,79.09,IND,2454000,Asia
Bulandshahr,Bulandshahr,28.4104,77.8484,IND,198612,Asia
Nanded,Nanded,19.17,77.3,IND,623708,Asia
Hoshiarpur,Hoshiarpur,31.52,75.98,IND,158142,Asia
Aligarh,Aligarh,27.8922,78.0618,IND,805000,Asia
Mirzapur,Mirzapur,25.1454,82.57,IND,245817,Asia
Bikaner,Bikaner,28.0304,73.3299,IND,576015,Asia
Srinagar,Srinagar,34.1,74.815,IND,1140000,Asia
Jhansi,Jhansi,25.453,78.5575,IND,826494,Asia
Fatehpur,Fatehpur,25.8804,80.8,IND,166480,Asia
Sagar,Sagar,23.8504,78.75,IND,328240,Asia
Bahraich,Bahraich,27.6204,81.6699,IND,182218,Asia
Kanpur,Kanpur,26.46,80.32,IND,3162000,Asia
Gorakhpur,Gorakhpur,26.7504,83.38,IND,674246,Asia
Jammu,Jammu,32.7118,74.8467,IND,791000,Asia
Nizamabad,Nizamabad,18.6704,78.1,IND,388505,Asia
Faizabad,Faizabad,26.7504,82.17,IND,153047,Asia
Sopore,Sopore,34.3,74.4667,IND,63035,Asia
Allahabad,Allahabad,25.455,81.84,IND,1201000,Asia
Sambalpur,Sambalpur,21.4704,83.9701,IND,310852,Asia
Pathankot,Pathankot,32.2703,75.72,IND,253987,Asia
Bilaspur,Bilaspur,22.0904,82.16,IND,543454,Asia
Indore,Indore,22.7151,75.865,IND,2026000,Asia
Sitapur,Sitapur,27.63,80.75,IND,164435,Asia
Malegaon,Malegaon,20.5604,74.525,IND,690844,Asia
Dhule,Dhule,20.9,74.77,IND,479073,Asia
Panipat,Panipat,29.4004,76.97,IND,292808,Asia
Muzaffarnagar,Muzaffarnagar,29.485,77.695,IND,349706,Asia
Ongole,Ongole,15.5604,80.05,IND,202860,Asia
Jaipur,Jaipur,26.9211,75.81,IND,2917000,Asia
Moradabad,Moradabad,28.8418,78.7568,IND,787000,Asia
Pali,Pali,25.7904,73.3299,IND,210103,Asia
Vijayawada,Vijayawada,16.52,80.63,IND,1137000,Asia
Budaun,Budaun,28.03,79.09,IND,161555,Asia
Bareilly,Bareilly,28.3454,79.42,IND,817000,Asia
Aurangabad,Aurangabad,24.7704,84.38,IND,95929,Asia
Vizianagaram,Vizianagaram,18.1204,83.5,IND,179358,Asia
Chirala,Chirala,15.8604,80.34,IND,253000,Asia
Ajmer,Ajmer,26.45,74.64,IND,589985,Asia
Pilibhit,Pilibhit,28.64,79.81,IND,131008,Asia
Hindupur,Hindupur,13.7804,77.49,IND,168312,Asia
Mandya,Mandya,12.5704,76.92,IND,285034,Asia
Karimnagar,Karimnagar,18.4604,79.11,IND,288251,Asia
Tumkur,Tumkur,13.33,77.1,IND,399606,Asia
Mysore,Mysore,12.31,76.66,IND,887000,Asia
Hubli,Hubli,15.36,75.125,IND,890000,Asia
Shimoga,Shimoga,13.9304,75.56,IND,654055,Asia
Chandrapur,Chandrapur,19.97,79.3,IND,595118,Asia
Bellary,Bellary,15.15,76.915,IND,445388,Asia
Davangere,Davangere,14.47,75.92,IND,503564,Asia
Amritsar,Amritsar,31.64,74.87,IND,1212000,Asia
Belgaum,Belgaum,15.865,74.505,IND,608756,Asia
Etawah,Etawah,26.7855,79.015,IND,257448,Asia
Patna,Patna,25.625,85.13,IND,2158000,Asia
Purnia,Purnia,25.7854,87.48,IND,198453,Asia
Bhusawal,Bhusawal,21.02,75.83,IND,183001,Asia
Nandyal,Nandyal,15.5204,78.48,IND,188654,Asia
Kurnool,Kurnool,15.83,78.03,IND,424920,Asia
Kolar,Kolar,13.1337,78.1334,IND,144625,Asia
Nellore,Nellore,14.44,79.9899,IND,678004,Asia
Tiruvannamalai,Tiruvannamalai,12.2604,79.1,IND,138243,Asia
Kanchipuram,Kanchipuram,12.8337,79.7167,IND,155029,Asia
Valparai,Valparai,10.3204,76.97,IND,114308,Asia
Tiruppur,Tiruppur,11.0804,77.33,IND,650000,Asia
Alappuzha,Alappuzha,9.5004,76.37,IND,176783,Asia
Kollam,Kollam,8.9004,76.57,IND,394163,Asia
Karur,Karur,10.9504,78.0833,IND,76915,Asia
Kumbakonam,Kumbakonam,10.9805,79.4,IND,139264,Asia
Thanjavur,Thanjavur,10.7704,79.15,IND,219571,Asia
Nagercoil,Nagercoil,8.1804,77.43,IND,224329,Asia
Tirunelveli,Tirunelveli,8.7304,77.69,IND,542200,Asia
Rajapalaiyam,Rajapalaiyam,9.4204,77.58,IND,369991,Asia
Salem,Salem,11.67,78.1801,IND,873000,Asia
Tiruchirappalli,Tiruchirappalli,10.81,78.69,IND,951000,Asia
Madurai,Madurai,9.92,78.12,IND,1294000,Asia
Cuddalore,Cuddalore,11.7204,79.77,IND,158569,Asia
Dindigul,Dindigul,10.38,78,IND,200797,Asia
Mandali,Mandali,33.7436,45.5464,IRQ,29785,Asia
Baghdad,Baghdad,33.3386,44.3939,IRQ,5054000,Asia
As Sulaymaniyah,As Sulaymaniyah,35.5613,45.4309,IRQ,723170,Asia
As Samawah,As Samawah,31.3099,45.2803,IRQ,174978,Asia
Ash Shatrah,Ash Shatrah,31.4175,46.1772,IRQ,161949,Asia
Mosul,Mosul,36.345,43.145,IRQ,1316000,Asia
Kirkuk,Kirkuk,35.4722,44.3923,IRQ,601433,Asia
Tikrit,Tikrit,34.597,43.677,IRQ,56591,Asia
Baqubah,Baqubah,33.7476,44.6573,IRQ,299479,Asia
Karbala,Karbala,32.6149,44.0245,IRQ,510692,Asia
Al Amarah,Al Amarah,31.8416,47.1512,IRQ,345007,Asia
Samarra,Samarra,34.194,43.875,IRQ,158508,Asia
Ar Rutbah,Ar Rutbah,33.0385,40.2845,IRQ,22370,Asia
Al Musayyib,Al Musayyib,32.7786,44.29,IRQ,76454,Asia
Tall Afar,Tall Afar,36.376,42.4497,IRQ,144465,Asia
Ar Ramadi,Ar Ramadi,33.42,43.3,IRQ,295121,Asia
Dahuk,Dahuk,36.8667,43,IRQ,986000,Asia
Al Fallujah,Al Fallujah,33.3477,43.7773,IRQ,231819,Asia
Az Aubayr,Az Aubayr,30.3892,47.708,IRQ,262219,Asia
Al Hillah,Al Hillah,32.4721,44.4217,IRQ,594605,Asia
An Najaf,An Najaf,32.0003,44.3354,IRQ,665552,Asia
Ad Diwaniyah,Ad Diwaniyah,31.9889,44.924,IRQ,358408,Asia
Al Kut,Al Kut,32.4907,45.8304,IRQ,321521,Asia
An Nasiriyah,An Nasiriyah,31.0429,46.2676,IRQ,451547,Asia
Basra,Basra,30.5135,47.8136,IRQ,870000,Asia
Zakho,Zakho,37.1445,42.6872,IRQ,134863,Asia
Irbil,Irbil,36.179,44.0086,IRQ,926000,Asia
Bojnurd,Bojnurd,37.47,57.32,IRN,208582,Asia
Mahabad,Mahabad,36.7704,45.72,IRN,162434,Asia
Ardabil,Ardabil,38.25,48.3,IRN,414603,Asia
Isfahan,Isfahan,32.7,51.7,IRN,1628000,Asia
Urmia,Urmia,37.53,45,IRN,577307,Asia
Zahedan,Zahedan,29.5,60.83,IRN,598887,Asia
_l_m,Ilam,33.6374,46.4227,IRN,,Asia
Bandar-e-Abbas,Bandar-e-Abbas,27.2041,56.2721,IRN,461499,Asia
Kermanshah,Kermanshah,34.38,47.06,IRN,828313,Asia
Tabriz,Tabriz,38.0863,46.3012,IRN,1413000,Asia
Khorramabad,Khorramabad,33.4804,48.35,IRN,375198,Asia
Hamadan,Hamadan,34.796,48.515,IRN,528256,Asia
Yasuj,Yasuj,30.659,51.594,IRN,96786,Asia
Sari,Sari,36.5504,53.1,IRN,271467,Asia
Birjand,Birjand,32.88,59.2199,IRN,324703,Asia
Kerman,Kerman,30.3,57.08,IRN,577514,Asia
S_r_,Sari,36.5633,53.0601,IRN,,Asia
Ilam,Ilam,33.6304,46.43,IRN,152894,Asia
Sanandaj,Sanandaj,35.3,47.02,IRN,349176,Asia
Abadan,Abadan,30.3307,48.2797,IRN,370180,Asia
Shiraz,Shiraz,29.63,52.57,IRN,1240000,Asia
Bandar-e Bushehr,Bandar-e Bushehr,28.92,50.83,IRN,169060,Asia
Mashhad,Mashhad,36.27,59.57,IRN,2469000,Asia
Yazd,Yazd,31.9201,54.37,IRN,477905,Asia
Semnan,Semnan,35.5548,53.3743,IRN,124826,Asia
Karaj,Karaj,35.8004,50.97,IRN,1423000,Asia
Maragheh,Maragheh,37.4204,46.22,IRN,151385,Asia
Borujerd,Borujerd,33.92,48.8,IRN,251958,Asia
Amol,Amol,36.4713,52.3633,IRN,221650,Asia
Saveh,Saveh,35.0218,50.3314,IRN,175533,Asia
Kashmar,Kashmar,35.1814,58.4515,IRN,157135,Asia
Torbat-e Jam,Torbat-e Jam,35.2233,60.6129,IRN,104578,Asia
Quchan,Quchan,37.1118,58.5015,IRN,145531,Asia
Khomeini Shahr,Khomeini Shahr,32.7004,51.47,IRN,437138,Asia
Shahrud,Shahrud,36.4229,54.9629,IRN,131889,Asia
Ahar,Ahar,38.4829,47.0629,IRN,103639,Asia
Zabol,Zabol,31.0215,61.4815,IRN,233968,Asia
Qazvin,Qazvin,36.27,50,IRN,464551,Asia
Sirjan,Sirjan,29.47,55.73,IRN,175000,Asia
Marv Dasht,Marv Dasht,29.8014,52.8215,IRN,125000,Asia
Bam,Bam,29.1077,58.362,IRN,99268,Asia
Qasr-e Shirin,Qasr-e Shirin,34.5124,45.5772,IRN,11202,Asia
Gonbad-e Kavus,Gonbad-e Kavus,37.2518,55.1715,IRN,159982,Asia
Masjed Soleyman,Masjed Soleyman,31.98,49.2999,IRN,153663,Asia
Behbehan,Behbehan,30.5818,50.2615,IRN,85707,Asia
Kashan,Kashan,33.9804,51.58,IRN,250000,Asia
Fasa,Fasa,28.9718,53.6715,IRN,124458,Asia
Qomsheh,Qomsheh,32.0115,51.8597,IRN,118301,Asia
Varamin,Varamin,35.3166,51.6466,IRN,179603,Asia
Chabahar,Chabahar,25.3004,60.6299,IRN,65801,Asia
Shar e Kord,Shar e Kord,32.321,50.854,IRN,129153,Asia
Qom,Qom,34.65,50.95,IRN,973000,Asia
Dezful,Dezful,32.3804,48.47,IRN,315482,Asia
Gorgan,Gorgan,36.8303,54.48,IRN,281023,Asia
Rasht,Rasht,37.3,49.63,IRN,594590,Asia
Sabzewar,Sabzewar,36.22,57.63,IRN,226183,Asia
Tehran,Tehran,35.6719,51.4243,IRN,7873000,Asia
Ahvaz,Ahvaz,31.28,48.72,IRN,996000,Asia
Malayer,Malayer,34.32,48.85,IRN,176573,Asia
Zanjan,Zanjan,36.67,48.5,IRN,357471,Asia
Bijar,Bijar,35.8741,47.5937,IRN,53871,Asia
Neyshabur,Neyshabur,36.22,58.82,IRN,221700,Asia
Khvoy,Khvoy,38.5304,44.97,IRN,202728,Asia
Arak,Arak,34.0804,49.7,IRN,503647,Asia
Reykjavík,Reykjavik,64.15,-21.95,ISL,166212,Europe
Höfn,Hofn,64.2723,-15.2139,ISL,1695,Europe
Egilssta_ir,Egilsstadir,65.2674,-14.395,ISL,2265,Europe
Akureyi,Akureyi,65.6666,-18.1,ISL,16563,Europe
Sau_árkrókur,Saudarkrokur,65.7464,-19.639,ISL,2682,Europe
Selfoss,Selfoss,63.9334,-20.9969,ISL,6275,Europe
Keflavík,Keflavik,64.0166,-22.5666,ISL,7930,Europe
Ísafjör_ur,Isafjordur,66.0833,-23.15,ISL,2534,Europe
Borgarnes,Borgarnes,64.5695,-21.8623,ISL,1783,Europe
Venice,Venice,45.4387,12.335,ITA,270816,Europe
Trento,Trento,46.0804,11.12,ITA,107808,Europe
Cagliari,Cagliari,39.2224,9.104,ITA,291511,Europe
Rome,Rome,41.896,12.4833,ITA,3339000,Europe
Trieste,Trieste,45.6504,13.8,ITA,216035,Europe
Palermo,Palermo,38.125,13.35,ITA,863000,Europe
Marsala,Marsala,37.8054,12.4387,ITA,77784,Europe
Campobasso,Campobasso,41.563,14.656,ITA,50762,Europe
L'Aquila,L'Aquila,42.3504,13.39,ITA,68503,Europe
Civitavecchia,Civitavecchia,42.1004,11.8,ITA,61316,Europe
Catanzaro,Catanzaro,38.9004,16.6,ITA,95251,Europe
Genoa,Genoa,44.41,8.93,ITA,647497,Europe
Ancona,Ancona,43.6004,13.4999,ITA,100507,Europe
Bologna,Bologna,44.5004,11.34,ITA,488172,Europe
Potenza,Potenza,40.642,15.799,ITA,69060,Europe
Bari,Bari,41.1142,16.8728,ITA,500577,Europe
Milan,Milan,45.47,9.205,ITA,2945000,Europe
Turin,Turin,45.0704,7.67,ITA,1652000,Europe
Naples,Naples,40.84,14.245,ITA,2250000,Europe
Florence,Florence,43.78,11.25,ITA,1500000,Europe
Aosta,Aosta,45.737,7.315,ITA,34062,Europe
Perugia,Perugia,43.1104,12.39,ITA,149125,Europe
Como,Como,45.81,9.08,ITA,250000,Europe
Novara,Novara,45.45,8.62,ITA,100910,Europe
Asti,Asti,44.93,8.21,ITA,71276,Europe
Sassari,Sassari,40.73,8.57,ITA,120729,Europe
Olbia,Olbia,40.9143,9.5151,ITA,45366,Europe
Modena,Modena,44.65,10.92,ITA,175502,Europe
