city,city_ascii,lat,lng,iso3,population,continent
Mucusso,Mucusso,-18.0195,21.43,AGO,100,Africa
Ndalatando,Ndalatando,-9.2995,14.91,AGO,8144,Africa
Ondjiva,Ondjiva,-17.0696,15.73,AGO,10169,Africa
Mbanza-Congo,Mbanza-Congo,-6.2696,14.24,AGO,60182,Africa
Nzeto,Nzeto,-7.2296,12.86,AGO,21059,Africa
Capenda-Camulemba,Capenda-Camulemba,-9.4196,18.43,AGO,80000,Africa
Calulo,Calulo,-9.9996,14.9,AGO,795,Africa
Calucinga,Calucinga,-11.3196,16.2,AGO,531,Africa
Lubango,Lubango,-14.91,13.49,AGO,125632,Africa
Songo,Songo,-7.3496,14.85,AGO,10579,Africa
Camabatela,Camabatela,-8.1896,15.37,AGO,12837,Africa
Cacolo,Cacolo,-10.1496,19.26,AGO,984,Africa
Ambriz,Ambriz,-7.855,13.125,AGO,17000,Africa
Dondo,Dondo,-9.69,14.43,AGO,2353,Africa
Saurimo,Saurimo,-9.6596,20.39,AGO,41316,Africa
Luanda,Luanda,-8.8383,13.2344,AGO,5172900,Africa
Waku Kungo,Waku Kungo,-11.3595,15.12,AGO,12069,Africa
Muconda,Muconda,-10.5996,21.32,AGO,2324,Africa
Quipungo,Quipungo,-14.8295,14.55,AGO,186,Africa
Uíge,Uige,-7.62,15.05,AGO,60008,Africa
Quibala,Quibala,-10.7296,14.98,AGO,8915,Africa
Menongue,Menongue,-14.6666,17.7,AGO,13030,Africa
Sumbe,Sumbe,-11.21,13.85,AGO,33277,Africa
Luau,Luau,-10.7095,22.23,AGO,18465,Africa
Caxito,Caxito,-8.5795,13.66,AGO,28224,Africa
Cazombo,Cazombo,-11.8896,22.9,AGO,298,Africa
Malanje,Malanje,-9.54,16.34,AGO,125856,Africa
Lobito,Lobito,-12.37,13.5412,AGO,207932,Africa
Soyo,Soyo,-6.1296,12.37,AGO,67491,Africa
Kuito,Kuito,-12.38,16.94,AGO,114286,Africa
Cuito Caunavale,Cuito Caunavale,-15.1596,19.17,AGO,149,Africa
Chibemba,Chibemba,-15.7496,14.08,AGO,1502,Africa
Chibia,Chibia,-15.1896,13.69,AGO,1411,Africa
Camacupa,Camacupa,-12.0196,17.47,AGO,19828,Africa
Cubal,Cubal,-13.0396,14.24,AGO,4837,Africa
Namibe,Namibe,-15.19,12.16,AGO,132900,Africa
Tômbua,Tombua,-15.8,11.86,AGO,40000,Africa
Lucapa,Lucapa,-8.4196,20.74,AGO,31041,Africa
Dundo,Dundo,-7.38,20.83,AGO,11985,Africa
Banfora,Banfora,10.6304,-4.76,BFA,60288,Africa
Tougan,Tougan,13.069,-3.07,BFA,17590,Africa
Pô,Po,11.169,-1.135,BFA,17924,Africa
Bobo Dioulasso,Bobo Dioulasso,11.18,-4.29,BFA,360106,Africa
Tenkodogo,Tenkodogo,11.7804,-0.3697,BFA,38108,Africa
Diapaga,Diapaga,12.077,1.796,BFA,26013,Africa
Sebba,Sebba,13.4364,0.5304,BFA,3273,Africa
Ouahigouya,Ouahigouya,13.5704,-2.42,BFA,79504,Africa
Kaya,Kaya,13.0904,-1.09,BFA,40017,Africa
Gaoua,Gaoua,10.2992,-3.2508,BFA,,Africa
Manga,Manga,11.662,-1.065,BFA,15173,Africa
Sapouy,Sapouy,11.5544,-1.7736,BFA,3837,Africa
Ouagadougou,Ouagadougou,12.3703,-1.5247,BFA,1149000,Africa
Orodara,Orodara,10.974,-4.908,BFA,18632,Africa
Bogandé,Bogande,12.969,-0.138,BFA,9854,Africa
Ziniaré,Ziniare,12.577,-1.293,BFA,12703,Africa
Fada Ngourma,Fada Ngourma,12.055,0.361,BFA,33910,Africa
Leo,Leo,11.094,-2.098,BFA,26884,Africa
Diébougou,Diebougou,10.952,-3.248,BFA,12732,Africa
Gaoua,Gaoua,10.325,-3.174,BFA,28023,Africa
Dédougou,Dedougou,12.455,-3.464,BFA,45341,Africa
Nouna,Nouna,12.729,-3.86,BFA,29048,Africa
Koudougou,Koudougou,12.2505,-2.37,BFA,87347,Africa
Réo,Reo,12.3335,-2.4669,BFA,37535,Africa
Kombissiri,Kombissiri,12.064,-1.334,BFA,30137,Africa
Yako,Yako,12.954,-2.263,BFA,22904,Africa
Solenzo,Solenzo,12.1833,-4.0833,BFA,10385,Africa
Djibo,Djibo,14.099,-1.627,BFA,22223,Africa
Dori,Dori,14.034,-0.028,BFA,37806,Africa
Gorom Gorom,Gorom Gorom,14.45,-0.2333,BFA,6691,Africa
Zorgo,Zorgo,12.243,-0.611,BFA,23892,Africa
Boulsa,Boulsa,12.657,-0.569,BFA,17489,Africa
Koupéla,Koupela,12.177,-0.356,BFA,32052,Africa
Kayanza,Kayanza,-2.9,29.5667,BDI,19443,Africa
Ruyigi,Ruyigi,-3.481,30.244,BDI,38458,Africa
Bururi,Bururi,-3.9507,29.6166,BDI,20393,Africa
Makamba,Makamba,-4.1333,29.8,BDI,19642,Africa
Cibitoke,Cibitoke,-2.8869,29.1248,BDI,,Africa
Rutana,Rutana,-3.931,29.993,BDI,20893,Africa
Cankuzo,Cankuzo,-3.1667,30.5167,BDI,6585,Africa
Muramvya,Muramvya,-3.261,29.612,BDI,18041,Africa
Gitega,Gitega,-3.4264,29.9308,BDI,,Africa
Gitega,Gitega,-3.426,29.8436,BDI,23167,Africa
Kirundo,Kirundo,-2.5847,30.0972,BDI,6083,Africa
Muyinga,Muyinga,-2.8523,30.3173,BDI,71076,Africa
Rumonge,Rumonge,-3.9736,29.4386,BDI,,Africa
Bubanza,Bubanza,-3.0833,29.3667,BDI,12728,Africa
Karusi,Karusi,-3.1,30.163,BDI,10705,Africa
Ngozi,Ngozi,-2.912,29.825,BDI,21506,Africa
Mwaro,Mwaro,-3.5113,29.7051,BDI,,Africa
Isale,Isale,-3.3489,29.4839,BDI,,Africa
Bujumbura,Bujumbura,-3.3761,29.36,BDI,331700,Africa
Kandi,Kandi,11.1304,2.94,BEN,109701,Africa
Dogbo,Dogbo,6.8167,1.7833,BEN,,Africa
Savalou,Savalou,7.9281,1.9756,BEN,,Africa
Ouidah,Ouidah,6.3604,2.09,BEN,83503,Africa
Lokossa,Lokossa,6.615,1.715,BEN,86971,Africa
Sakété,Sakete,6.7362,2.6587,BEN,,Africa
Natitingou,Natitingou,10.3204,1.39,BEN,80892,Africa
Abomey,Abomey,7.1904,1.99,BEN,82154,Africa
Djougou,Djougou,9.7004,1.68,BEN,202810,Africa
Parakou,Parakou,9.34,2.62,BEN,188853,Africa
Porto-Novo,Porto-Novo,6.4833,2.6166,BEN,300000,Africa
Cotonou,Cotonou,6.4,2.52,BEN,762000,Africa
Mohembo,Mohembo,-18.2996,21.8,BWA,757,Africa
Ghanzi,Ghanzi,-21.6996,21.64,BWA,6306,Africa
Nokaneng,Nokaneng,-19.6696,22.27,BWA,1763,Africa
Lokhwabe,Lokhwabe,-24.1696,21.83,BWA,1473,Africa
Lehututu,Lehututu,-23.9696,21.87,BWA,1942,Africa
Tshabong,Tshabong,-26.0095,22.4,BWA,9679,Africa
Tsau,Tsau,-20.1596,22.46,BWA,1409,Africa
Mochudi,Mochudi,-24.377,26.152,BWA,39700,Africa
Nata,Nata,-20.2095,26.19,BWA,4794,Africa
Maun,Maun,-19.9896,23.42,BWA,49945,Africa
Serowe,Serowe,-22.39,26.71,BWA,48573,Africa
Kanye,Kanye,-24.9696,25.34,BWA,46831,Africa
Mahalapye,Mahalapye,-23.1,26.82,BWA,50744,Africa
Palapye,Palapye,-22.5596,27.13,BWA,30650,Africa
Molepolole,Molepolole,-24.4,25.51,BWA,63248,Africa
Mopipi,Mopipi,-21.1795,24.88,BWA,3301,Africa
Kasane,Kasane,-17.8096,25.15,BWA,9250,Africa
Sowa Town,Sowa Town,-20.5636,26.2244,BWA,,Africa
Ramotswa,Ramotswa,-24.8716,25.8699,BWA,,Africa
Masunga,Masunga,-20.6245,27.4488,BWA,,Africa
Gaborone,Gaborone,-24.6463,25.9119,BWA,208411,Africa
Jwaneng,Jwaneng,-24.6017,24.7281,BWA,,Africa
Lobatse,Lobatse,-25.2196,25.68,BWA,69804,Africa
Selibe Phikwe,Selibe Phikwe,-21.9758,27.8347,BWA,,Africa
Francistown,Francistown,-21.17,27.5,BWA,89979,Africa
Kimpese,Kimpese,-5.5496,14.4333,COD,10578,Africa
Uvira,Uvira,-3.37,29.14,COD,170391,Africa
Mbandaka,Mbandaka,0.04,18.26,COD,274996,Africa
Boma,Boma,-5.83,13.05,COD,178638,Africa
Basankusu,Basankusu,1.2337,19.8,COD,52216,Africa
Moanda,Moanda,-5.9229,12.355,COD,153915,Africa
Lubutu,Lubutu,-0.7329,26.5833,COD,1313,Africa
Mbanza-Ngungu,Mbanza-Ngungu,-5.2496,14.86,COD,197545,Africa
Kasongo,Kasongo,-4.45,26.66,COD,63000,Africa
Tshela,Tshela,-4.9696,12.93,COD,38845,Africa
Buluko,Buluko,-0.757,28.528,COD,1192,Africa
Beni,Beni,0.4904,29.45,COD,332903,Africa
Kampene,Kampene,-3.5995,26.67,COD,37034,Africa
Goma,Goma,-1.6788,29.2218,COD,144124,Africa
Mwenga,Mwenga,-3.0382,28.4325,COD,2216,Africa
Kalima,Kalima,-2.5096,26.43,COD,194,Africa
Kindu,Kindu,-2.9639,25.91,COD,262914,Africa
Bukavu,Bukavu,-2.51,28.84,COD,436779,Africa
Butembo,Butembo,0.13,29.28,COD,286403,Africa
Mbuji-Mayi,Mbuji-Mayi,-6.15,23.6,COD,1295000,Africa
Kinshasa,Kinshasa,-4.3297,15.315,COD,7843000,Africa
Kasangulu,Kasangulu,-4.5796,15.18,COD,27961,Africa
Tshikapa,Tshikapa,-6.41,20.77,COD,267462,Africa
Aketi,Aketi,2.7405,23.78,COD,58601,Africa
Dibaya,Dibaya,-6.5095,22.87,COD,603,Africa
Luebo,Luebo,-5.3495,21.41,COD,35183,Africa
Buta,Buta,2.82,24.74,COD,45677,Africa
Ilebo,Ilebo,-4.3196,20.61,COD,107093,Africa
Kananga,Kananga,-5.89,22.4,COD,765000,Africa
Bondo,Bondo,3.81,23.67,COD,23517,Africa
Mweka,Mweka,-4.8396,21.57,COD,50675,Africa
Demba,Demba,-5.5096,22.26,COD,22263,Africa
Isiro,Isiro,2.76,27.62,COD,157196,Africa
Wamba,Wamba,2.1404,27.99,COD,146871,Africa
Kamina,Kamina,-8.73,25.01,COD,128803,Africa
Bukama,Bukama,-9.2096,25.84,COD,38770,Africa
Watsa,Watsa,3.04,29.53,COD,24516,Africa
Kaniama,Kaniama,-7.5696,24.17,COD,36481,Africa
Mongbwalu,Mongbwalu,1.9504,30.0333,COD,2819,Africa
Bunia,Bunia,1.5604,30.24,COD,96764,Africa
Binga,Binga,2.3834,20.42,COD,64639,Africa
Bongandanga,Bongandanga,1.5104,21.05,COD,4105,Africa
Lubumbashi,Lubumbashi,-11.68,27.48,COD,1352000,Africa
Lisala,Lisala,2.14,21.51,COD,70087,Africa
Gbadolite,Gbadolite,4.2904,21.0199,COD,50493,Africa
Kipushi,Kipushi,-11.7596,27.25,COD,113347,Africa
Bumba,Bumba,2.19,22.46,COD,160539,Africa
Kasongo-Lunda,Kasongo-Lunda,-6.4796,16.83,COD,20060,Africa
Businga,Businga,3.3404,20.87,COD,34247,Africa
Luanza,Luanza,-8.6996,28.7,COD,861,Africa
Kahemba,Kahemba,-7.2829,19,COD,50000,Africa
Likasi,Likasi,-10.97,26.78,COD,434408,Africa
Kambove,Kambove,-10.8696,26.6,COD,36702,Africa
Lusanga,Lusanga,-5.5829,16.5167,COD,177,Africa
Bosobolo,Bosobolo,4.1904,19.88,COD,14553,Africa
Bafwasende,Bafwasende,1.0838,27.2666,COD,149,Africa
Kongolo,Kongolo,-5.3795,26.98,COD,105202,Africa
Basoko,Basoko,1.2404,23.59,COD,43709,Africa
Kisangani,Kisangani,0.52,25.22,COD,578470,Africa
Manono,Manono,-7.3,27.45,COD,46111,Africa
Mushie,Mushie,-3.0196,16.92,COD,33062,Africa
Inongo,Inongo,-1.94,18.28,COD,40113,Africa
Zongo,Zongo,4.3303,18.615,COD,17667,Africa
Kenge,Kenge,-4.8296,16.8999,COD,241,Africa
Boende,Boende,-0.2196,20.86,COD,32091,Africa
Yangambi,Yangambi,0.7704,24.43,COD,35531,Africa
Gemena,Gemena,3.26,19.77,COD,198056,Africa
Moba,Moba,-7.0596,29.72,COD,10006,Africa
Libenge,Libenge,3.6604,18.62,COD,27053,Africa
Kalemie,Kalemie,-5.9333,29.2,COD,206257,Africa
Nyunzu,Nyunzu,-5.9496,28.0167,COD,15397,Africa
Kabalo,Kabalo,-6.0496,26.91,COD,29833,Africa
Bolobo,Bolobo,-2.1595,16.24,COD,27862,Africa
Ikela,Ikela,-1.1829,23.2666,COD,291,Africa
Kikwit,Kikwit,-5.03,18.85,COD,637736,Africa
Lubao,Lubao,-5.3896,25.75,COD,43068,Africa
Gandajika,Gandajika,-6.7396,23.96,COD,154425,Africa
Lusambo,Lusambo,-4.9696,23.43,COD,41416,Africa
Kolwezi,Kolwezi,-10.7167,25.4724,COD,418000,Africa
Kasaji,Kasaji,-10.3662,23.45,COD,11969,Africa
Kabinda,Kabinda,-6.1296,24.48,COD,59004,Africa
Bandundu,Bandundu,-3.31,17.38,COD,118211,Africa
Mwene-Ditu,Mwene-Ditu,-7,23.44,COD,189177,Africa
Lodja,Lodja,-3.4896,23.42,COD,68244,Africa
Dilolo,Dilolo,-10.6996,22.3333,COD,7854,Africa
Bulungu,Bulungu,-4.5496,18.6,COD,48344,Africa
Mangai,Mangai,-4.0396,19.53,COD,37188,Africa
Matadi,Matadi,-5.8166,13.45,COD,245862,Africa
Bangui,Bangui,4.3666,18.5583,CAF,831925,Africa
Nola,Nola,3.5337,16.0666,CAF,26809,Africa
Bozoum,Bozoum,6.317,16.3833,CAF,40201,Africa
Bambari,Bambari,5.762,20.6672,CAF,62098,Africa
Mobaye,Mobaye,4.32,21.18,CAF,19431,Africa
Bimbo,Bimbo,4.329,18.5284,CAF,,Africa
Kaga Bandoro,Kaga Bandoro,6.9804,19.18,CAF,56520,Africa
Sibut,Sibut,5.7338,19.0833,CAF,34267,Africa
Carnot,Carnot,4.9337,15.8666,CAF,38071,Africa
Bouar,Bouar,5.95,15.6,CAF,34372,Africa
Berbérati,Berberati,4.25,15.78,CAF,61815,Africa
Zemio,Zemio,5.0337,25.1333,CAF,20000,Africa
Yakossi,Yakossi,5.617,23.3167,CAF,500,Africa
Ouadda,Ouadda,8.0671,22.4,CAF,5434,Africa
Obo,Obo,5.4,26.5,CAF,12887,Africa
Bangassou,Bangassou,4.7338,22.8166,CAF,32841,Africa
Mbaïki,Mbaiki,3.8704,18,CAF,67132,Africa
Bossembélé,Bossembele,5.267,17.65,CAF,7287,Africa
Bossangoa,Bossangoa,6.4837,17.45,CAF,63064,Africa
Ndele,Ndele,8.4091,20.653,CAF,11764,Africa
Bria,Bria,6.5333,21.9833,CAF,29027,Africa
Birao,Birao,10.2837,22.7833,CAF,10178,Africa
Brazzaville,Brazzaville,-4.2592,15.2847,COG,1355000,Africa
Sembe,Sembe,1.6404,14.58,COG,9679,Africa
Kayes,Kayes,-4.18,13.28,COG,62521,Africa
Impfondo,Impfondo,1.6404,18.04,COG,20859,Africa
Djambala,Djambala,-2.5396,14.75,COG,9651,Africa
Moloundou,Moloundou,2.0337,15.2167,COG,12244,Africa
Ouésso,Ouesso,1.61,16.05,COG,28320,Africa
Sibiti,Sibiti,-3.6896,13.35,COG,22811,Africa
Ewo,Ewo,-0.8796,14.82,COG,10650,Africa
Makoua,Makoua,-0.0096,15.64,COG,11355,Africa
Gamboma,Gamboma,-1.8795,15.85,COG,20877,Africa
Madingou,Madingou,-4.164,13.554,COG,22760,Africa
Kinkala,Kinkala,-4.356,14.762,COG,13882,Africa
Mossendjo,Mossendjo,-2.9396,12.72,COG,30936,Africa
Owando,Owando,-0.4796,15.92,COG,34070,Africa
Loubomo,Loubomo,-4.1796,12.67,COG,103894,Africa
Loango,Loango,-4.6519,11.8125,COG,,Africa
Pointe-Noire,Pointe-Noire,-4.77,11.88,COG,659084,Africa
Soubré,Soubre,5.7904,-6.61,CIV,108933,Africa
Bouaké,Bouake,7.69,-5.03,CIV,567481,Africa
Man,Man,7.4004,-7.55,CIV,146974,Africa
San-Pedro,San-Pedro,4.7704,-6.64,CIV,210273,Africa
Korhogo,Korhogo,9.46,-5.64,CIV,177711,Africa
Odienné,Odienne,9.5104,-7.58,CIV,49857,Africa
Bondoukou,Bondoukou,8.0304,-2.8,CIV,58297,Africa
Agboville,Agboville,5.9403,-4.28,CIV,81770,Africa
Dabou,Dabou,5.3204,-4.3899,CIV,72913,Africa
Abidjan,Abidjan,5.32,-4.04,CIV,3802000,Africa
Yamoussoukro,Yamoussoukro,6.8184,-5.2755,CIV,206499,Africa
Gagnoa,Gagnoa,6.1504,-5.88,CIV,123184,Africa
Abengourou,Abengourou,6.7304,-3.49,CIV,104020,Africa
Dimbokro,Dimbokro,6.6505,-4.71,CIV,67349,Africa
Daloa,Daloa,6.89,-6.45,CIV,255168,Africa
Séguéla,Seguela,7.9504,-6.67,CIV,51157,Africa
Aboisso,Aboisso,5.4667,-3.2,CIV,37654,Africa
Guiglo,Guiglo,6.5505,-7.49,CIV,39134,Africa
Toumodi,Toumodi,6.552,-5.019,CIV,39005,Africa
Grand Bassam,Grand Bassam,5.2004,-3.75,CIV,73772,Africa
Sassandra,Sassandra,4.9504,-6.0833,CIV,38411,Africa
Divo,Divo,5.839,-5.36,CIV,127867,Africa
Touba,Touba,8.28,-7.684,CIV,27504,Africa
Ferkessédougou,Ferkessedougou,9.6004,-5.2,CIV,62008,Africa
Bangolo,Bangolo,7.0123,-7.4864,CIV,,Africa
Bouaflé,Bouafle,6.978,-5.748,CIV,60962,Africa
Yaounde,Yaounde,3.8667,11.5167,CMR,1611000,Africa
Bertoua,Bertoua,4.5804,13.68,CMR,218111,Africa
Bafia,Bafia,4.7504,11.23,CMR,69270,Africa
Mbalmayo,Mbalmayo,3.5204,11.5,CMR,80206,Africa
Kontcha,Kontcha,7.967,12.2333,CMR,8018,Africa
Mbe,Mbe,7.8504,13.6,CMR,3950,Africa
Kribi,Kribi,2.9404,9.91,CMR,55224,Africa
Edéa,Edea,3.8005,10.12,CMR,203149,Africa
Bélabo,Belabo,4.9337,13.3,CMR,22553,Africa
Meiganga,Meiganga,6.5205,14.29,CMR,80100,Africa
Maroua,Maroua,10.5956,14.3247,CMR,319941,Africa
Eséka,Eseka,3.6504,10.7666,CMR,22221,Africa
Ebolowa,Ebolowa,2.9,11.15,CMR,87875,Africa
Ngaoundéré,Ngaoundere,7.3204,13.58,CMR,231357,Africa
Batouri,Batouri,4.4337,14.3666,CMR,43821,Africa
Abong Mbang,Abong Mbang,3.9837,13.1833,CMR,14661,Africa
Limbe,Limbe,4.0304,9.19,CMR,212474,Africa
Kumba,Kumba,4.6404,9.44,CMR,144413,Africa
Buea,Buea,4.155,9.231,CMR,90088,Africa
Nkongsamba,Nkongsamba,4.9604,9.94,CMR,117063,Africa
Douala,Douala,4.0604,9.71,CMR,1906000,Africa
Kumbo,Kumbo,6.2204,10.68,CMR,125486,Africa
Eyumojok,Eyumojok,5.7504,8.9833,CMR,5798,Africa
Wum,Wum,6.4004,10.07,CMR,68836,Africa
Bafoussam,Bafoussam,5.4904,10.4099,CMR,290768,Africa
Bafang,Bafang,5.1704,10.18,CMR,93145,Africa
Garoua,Garoua,9.3,13.39,CMR,436899,Africa
Guider,Guider,9.9304,13.94,CMR,84647,Africa
Tibati,Tibati,6.467,12.6333,CMR,35589,Africa
Foumban,Foumban,5.7304,10.9,CMR,92673,Africa
Bamenda,Bamenda,5.96,10.15,CMR,445299,Africa
Vila da Ribeira Brava,Vila da Ribeira Brava,16.6167,-24.3,CPV,,Africa
Tarrafal,Tarrafal,16.5667,-24.3667,CPV,,Africa
Vila do Maio,Vila do Maio,15.1333,-23.2167,CPV,,Africa
Vila Nova Sintra,Vila Nova Sintra,14.8667,-24.7167,CPV,,Africa
Porto dos Mosteiros,Porto dos Mosteiros,15.0333,-24.3333,CPV,,Africa
São Domingos,Sao Domingos,15.0167,-23.5667,CPV,,Africa
Picos,Picos,15.0833,-23.65,CPV,,Africa
Santa Maria,Santa Maria,16.6,-22.9,CPV,,Africa
São Filipe,Sao Filipe,14.9,-24.5167,CPV,,Africa
Tarrafal,Tarrafal,15.2833,-23.7667,CPV,,Africa
Praia,Praia,14.9167,-23.5167,CPV,113364,Africa
Assomada,Assomada,15.1,-23.6833,CPV,,Africa
Cidade Velha,Cidade Velha,14.9167,-23.6167,CPV,,Africa
Cova Figueira,Cova Figueira,14.8833,-24.3,CPV,,Africa
Mindelo,Mindelo,16.8838,-25,CPV,70611,Africa
Porto Novo,Porto Novo,17.0254,-25.0666,CPV,,Africa
Ribeira Grande,Ribeira Grande,17.1856,-25.0724,CPV,,Africa
Pombas,Pombas,17.1503,-25.0201,CPV,,Africa
Calheta de São Miguel,Calheta de Sao Miguel,15.1833,-23.6,CPV,,Africa
Vila de Sal Rei,Vila de Sal Rei,16.1833,-22.9167,CPV,,Africa
Tadjoura,Tadjoura,11.7833,42.9,DJI,22193,Africa
Arta,Arta,11.5264,42.8519,DJI,,Africa
Ali Sabih,Ali Sabih,11.1562,42.7125,DJI,40074,Africa
Dikhil,Dikhil,11.104,42.372,DJI,12043,Africa
Djibouti,Djibouti,11.595,43.148,DJI,923000,Africa
Obock,Obock,11.9734,43.2856,DJI,17776,Africa
Béni Ounif,Beni Ounif,32.0493,-1.2514,DZA,5628,Africa
Algiers,Algiers,36.7631,3.0506,DZA,3354000,Africa
Hassi Messaoud,Hassi Messaoud,31.7023,6.0545,DZA,18124,Africa
Ouargla,Ouargla,31.97,5.34,DZA,176271,Africa
Touggourt,Touggourt,33.1,6.06,DZA,133954,Africa
Djanet,Djanet,24.5529,9.4823,DZA,666,Africa
Illizi,Illizi,26.4834,8.4666,DZA,7957,Africa
I-n-Amenas,I-n-Amenas,28.0503,9.55,DZA,216,Africa
Annaba,Annaba,36.92,7.76,DZA,503524,Africa
El Oued,El Oued,33.3704,6.86,DZA,177497,Africa
Laghouat,Laghouat,33.81,2.88,DZA,113872,Africa
Tlimcen,Tlimcen,34.8904,-1.32,DZA,229777,Africa
Oran,Oran,35.71,-0.62,DZA,798000,Africa
Mostaganem,Mostaganem,35.9404,0.09,DZA,188354,Africa
Relizane,Relizane,35.7373,0.556,DZA,,Africa
Tissemsilt,Tissemsilt,35.6072,1.8108,DZA,,Africa
Saïda,Saida,34.8404,0.14,DZA,142213,Africa
Sidi bel Abbes,Sidi bel Abbes,35.1903,-0.64,DZA,208604,Africa
Mascara,Mascara,35.4004,0.14,DZA,108230,Africa
Chlef,Chlef,36.1704,1.32,DZA,449167,Africa
Djelfa,Djelfa,34.68,3.25,DZA,170901,Africa
Tiarat,Tiarat,35.3804,1.32,DZA,184195,Africa
Aïn Defla,Ain Defla,36.2641,1.9679,DZA,,Africa
Tipasa,Tipasa,36.5897,2.4475,DZA,,Africa
Blida,Blida,36.4203,2.83,DZA,511348,Africa
Béchar,Bechar,31.6111,-2.23,DZA,143382,Africa
Ghardaia,Ghardaia,32.49,3.67,DZA,125480,Africa
El Bayadh,El Bayadh,33.6904,1.01,DZA,67413,Africa
Naama,Naama,33.2667,-0.3167,DZA,,Africa
Adrar,Adrar,27.87,-0.29,DZA,56910,Africa
El Goléa,El Golea,30.5666,2.8833,DZA,32049,Africa
In Amguel,In Amguel,23.6939,5.1647,DZA,3030,Africa
Tamanrasset,Tamanrasset,22.785,5.5228,DZA,76000,Africa
Reggane,Reggane,26.7,0.1666,DZA,32974,Africa
I-n-Salah,I-n-Salah,27.2166,2.4666,DZA,49223,Africa
Tindouf,Tindouf,27.6742,-8.1478,DZA,18270,Africa
Timimoun,Timimoun,29.2365,0.27,DZA,49237,Africa
Médéa,Medea,36.2704,2.77,DZA,147707,Africa
Boumerdes,Boumerdes,36.759,3.4748,DZA,,Africa
Béjaïa,Bejaia,36.7604,5.07,DZA,384937,Africa
Bouïra,Bouira,36.3805,3.9,DZA,110144,Africa
Tizi-Ouzou,Tizi-Ouzou,36.8,4.0333,DZA,144000,Africa
Bordj Bou Arréridj,Bordj Bou Arreridj,36.059,4.63,DZA,140000,Africa
M'sila,M'sila,35.7,4.545,DZA,150000,Africa
Biskra,Biskra,34.86,5.73,DZA,202103,Africa
Batna,Batna,35.57,6.17,DZA,280798,Africa
Guelma,Guelma,36.466,7.428,DZA,123590,Africa
Skikda,Skikda,36.8804,6.9,DZA,225181,Africa
Jijel,Jijel,36.822,5.766,DZA,148000,Africa
Constantine,Constantine,36.36,6.5999,DZA,605179,Africa
Sétif,Setif,36.18,5.4,DZA,274744,Africa
Sefra,Sefra,32.7604,-0.5799,DZA,63420,Africa
Abadla,Abadla,31.0171,-2.7333,DZA,14364,Africa
El Tarf,El Tarf,36.7672,8.3138,DZA,,Africa
Oum el Bouaghi,Oum el Bouaghi,35.85,7.15,DZA,100821,Africa
Mila,Mila,36.4503,6.2644,DZA,,Africa
Tébessa,Tebessa,35.4104,8.12,DZA,171742,Africa
Khenchela,Khenchela,35.4358,7.1433,DZA,,Africa
Souk Ahras,Souk Ahras,36.2904,7.95,DZA,134947,Africa
Aïn Temouchent,Ain Temouchent,35.2975,-1.1404,DZA,,Africa
Berenice,Berenice,23.946,35.4842,EGY,10,Africa
Beni Mazar,Beni Mazar,28.4904,30.81,EGY,79553,Africa
Samalut,Samalut,28.3004,30.71,EGY,152097,Africa
El Mansura,El Mansura,31.0504,31.38,EGY,600000,Africa
Mallawi,Mallawi,27.7304,30.84,EGY,217365,Africa
El Minya,El Minya,28.09,30.75,EGY,500000,Africa
Siwa,Siwa,29.2,25.5167,EGY,23080,Africa
Matruh,Matruh,31.3504,27.23,EGY,103470,Africa
Qena,Qena,26.1505,32.72,EGY,302027,Africa
Salum,Salum,31.567,25.15,EGY,7330,Africa
El Daba,El Daba,31.0338,28.4333,EGY,14212,Africa
El Faiyum,El Faiyum,29.31,30.84,EGY,316772,Africa
Asyut,Asyut,27.19,31.1799,EGY,420585,Africa
Bur Safaga,Bur Safaga,26.7337,33.9333,EGY,32944,Africa
El Alamein,El Alamein,30.8171,28.95,EGY,7400,Africa
Kom Ombo,Kom Ombo,24.47,32.95,EGY,303962,Africa
El Giza,El Giza,30.01,31.19,EGY,2681863,Africa
Isna,Isna,25.2904,32.5499,EGY,100000,Africa
El Kharga,El Kharga,25.44,30.55,EGY,49991,Africa
Qasr Farafra,Qasr Farafra,27.0671,27.9666,EGY,5000,Africa
Girga,Girga,26.3304,31.88,EGY,128250,Africa
El Qasr,El Qasr,25.7004,28.8833,EGY,1716,Africa
Hurghada,Hurghada,27.23,33.83,EGY,157204,Africa
Sohag,Sohag,26.5504,31.7,EGY,600000,Africa
El Tur,El Tur,28.2394,33.6148,EGY,27628,Africa
Bur Said,Bur Said,31.26,32.29,EGY,623864,Africa
Tanta,Tanta,30.7904,31,EGY,404901,Africa
Ismaïlia,Ismailia,30.5903,32.26,EGY,656135,Africa
Suez,Suez,30.005,32.5499,EGY,508335,Africa
Beni Suef,Beni Suef,29.0804,31.09,EGY,489450,Africa
Aswan,Aswan,24.0875,32.8989,EGY,313442,Africa
Cairo,Cairo,30.05,31.25,EGY,11893000,Africa
Benha,Benha,30.4667,31.1833,EGY,167029,Africa
Dumyat,Dumyat,31.4204,31.82,EGY,299459,Africa
Zagazig,Zagazig,30.5833,31.5167,EGY,285097,Africa
Alexandria,Alexandria,31.2,29.95,EGY,4165000,Africa
Shibin el Kom,Shibin el Kom,30.592,30.9,EGY,182900,Africa
El Arish,El Arish,31.1249,33.8006,EGY,178651,Africa
